"","Organisation","Indv","StartDate","EndDate","FedStart","FedEnd","Year","YearsExp"
"41327","Massachusetts Institute of Technology (MIT) (MIT)","Steven B Kamin",1986,1987,2011,2013,2013,1
"41379","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,1997,0
"41380","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,1998,0
"41381","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,1999,0
"41382","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,2000,0
"41383","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,2001,0
"41384","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,2002,0
"41385","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,1996,2003,2003,0
"41402","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,2003,2006,2003,0
"41403","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,2003,2006,2004,0
"41404","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,2003,2006,2005,0
"41405","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,2003,2006,2006,0
"41422","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,2006,2007,2006,0
"41423","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Athanasios Orphanides",2013,2013,2006,2007,2007,0
"41441","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Professor, Dr Lisa M Lynch",1985,1993,2008,2009,2008,8
"41442","Massachusetts Institute of Technology (MIT) (MIT) Sloan School of Management","Professor, Dr Lisa M Lynch",1985,1993,2008,2009,2009,8
"41566","Master Large Cap Growth Portfolio","Roberta Cooper Ramo",1999,2000,1994,1997,1997,0
"41583","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1997,0
"41584","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1998,0
"41585","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1999,0
"41602","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,1999,0
"41603","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2000,0
"41604","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,1999,2001,2001,0
"41621","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2001,0
"41622","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2002,0
"41623","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2003,0
"41624","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2004,0
"41625","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2005,0
"41626","Math for America","Doctor Roger Walton Ferguson Jr",2013,2013,2001,2006,2006,0
"41652","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",1989,2006,1998,2000,1998,9
"41653","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",1989,2006,1998,2000,1999,10
"41654","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",1989,2006,1998,2000,2000,11
"41669","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",2006,2010,1998,2000,1998,0
"41670","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",2006,2010,1998,2000,1999,0
"41671","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",2006,2010,1998,2000,2000,0
"41686","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",2010,2013,1998,2000,1998,0
"41687","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",2010,2013,1998,2000,1999,0
"41688","MATSON INC (Alexander & Baldwin Holdings Inc prior to 06/2012)","Walter A Dods Jr",2010,2013,1998,2000,2000,0
"41703","MAUI LAND & PINEAPPLE CO INC","Walter A Dods Jr",2004,2010,1998,2000,1998,0
"41704","MAUI LAND & PINEAPPLE CO INC","Walter A Dods Jr",2004,2010,1998,2000,1999,0
"41705","MAUI LAND & PINEAPPLE CO INC","Walter A Dods Jr",2004,2010,1998,2000,2000,0
"41726","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2004,0
"41727","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2005,0
"41728","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2006,0
"41729","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2007,0
"41730","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2008,0
"41731","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2009,0
"41732","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2010,-3
"41733","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2011,-3
"41734","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2012,-3
"41735","MB Charitable Foundation","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2013,-3
"41743","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2004,0
"41744","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2005,0
"41745","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2006,-7
"41746","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2007,-7
"41747","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2008,-7
"41748","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2009,-7
"41749","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2010,-7
"41750","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2011,-7
"41751","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2012,-7
"41752","MB Financial Bank NA","Thomas P FitzGibbon Jr",2013,2006,2004,2013,2013,-7
"41760","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2004,0
"41761","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2005,0
"41762","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2006,0
"41763","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2007,1
"41764","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2008,2
"41765","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2009,3
"41766","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2010,4
"41767","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2011,4
"41768","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2012,4
"41769","MB Financial Bank NA","Thomas P FitzGibbon Jr",2006,2010,2004,2013,2013,4
"41777","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2004,3
"41778","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2005,4
"41779","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2006,5
"41780","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2007,6
"41781","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2008,7
"41782","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2009,8
"41783","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2010,9
"41784","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2011,10
"41785","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2012,11
"41786","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2013,2004,2013,2013,12
"41794","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2004,0
"41795","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2005,0
"41796","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2006,0
"41797","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2007,0
"41798","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2008,0
"41799","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2009,0
"41800","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2010,-3
"41801","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2011,-3
"41802","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2012,-3
"41803","MB Financial Community Development Corp","Thomas P FitzGibbon Jr",2013,2010,2004,2013,2013,-3
"41811","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2004,3
"41812","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2005,4
"41813","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2006,5
"41814","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2007,6
"41815","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2008,7
"41816","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2009,8
"41817","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2010,9
"41818","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2011,9
"41819","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2012,9
"41820","MB Financial Bank NA","Thomas P FitzGibbon Jr",2001,2010,2004,2013,2013,9
"41838","MBIA INC","Doctor Laurence H Meyer",2004,2011,1996,2002,1997,0
"41839","MBIA INC","Doctor Laurence H Meyer",2004,2011,1996,2002,1998,0
"41840","MBIA INC","Doctor Laurence H Meyer",2004,2011,1996,2002,1999,0
"41841","MBIA INC","Doctor Laurence H Meyer",2004,2011,1996,2002,2000,0
"41842","MBIA INC","Doctor Laurence H Meyer",2004,2011,1996,2002,2001,0
"41843","MBIA INC","Doctor Laurence H Meyer",2004,2011,1996,2002,2002,0
"41957","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,1997,1999,1997,13
"41958","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,1997,1999,1998,13
"41959","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,1997,1999,1999,13
"41976","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,1999,2001,1999,13
"41977","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,1999,2001,2000,13
"41978","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,1999,2001,2001,13
"41995","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,2001,2006,2001,13
"41996","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,2001,2006,2002,13
"41997","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,2001,2006,2003,13
"41998","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,2001,2006,2004,13
"41999","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,2001,2006,2005,13
"42000","McKinsey & Co Inc","Doctor Roger Walton Ferguson Jr",1984,1997,2001,2006,2006,13
"42049","Mellon Bank Corp","Paul J Springman",1989,1990,2004,2005,2004,1
"42050","Mellon Bank Corp","Paul J Springman",1989,1990,2004,2005,2005,1
"42076","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,1997,1999,1997,0
"42077","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,1997,1999,1998,0
"42078","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,1997,1999,1999,0
"42095","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,1999,2001,1999,0
"42096","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,1999,2001,2000,0
"42097","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,1999,2001,2001,0
"42114","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,2001,2006,2001,0
"42115","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,2001,2006,2002,0
"42116","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,2001,2006,2003,0
"42117","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,2001,2006,2004,0
"42118","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,2001,2006,2005,0
"42119","Memorial Sloan-Kettering Cancer Center (MSKCC)","Doctor Roger Walton Ferguson Jr",2009,2013,2001,2006,2006,0
"42153","Mentoring Foundation (The) ñ FTSE 100 Cross-Company Mentoring Programme","Spencer Dale",2010,2013,2006,2008,2006,0
"42154","Mentoring Foundation (The) ñ FTSE 100 Cross-Company Mentoring Programme","Spencer Dale",2010,2013,2006,2008,2007,0
"42155","Mentoring Foundation (The) ñ FTSE 100 Cross-Company Mentoring Programme","Spencer Dale",2010,2013,2006,2008,2008,0
"42178","Merrill Lynch Asset Management Inc","Roberta Cooper Ramo",2002,2003,1994,1997,1997,0
"42198","Merrill Lynch International Inc","Professor Andrea Sironi",2013,2013,2000,2000,2000,0
"42216","MetaBank West Central (Security State Bank prior to 02/2005)","Mark W Olson",1976,1988,2001,2006,2001,12
"42217","MetaBank West Central (Security State Bank prior to 02/2005)","Mark W Olson",1976,1988,2001,2006,2002,12
"42218","MetaBank West Central (Security State Bank prior to 02/2005)","Mark W Olson",1976,1988,2001,2006,2003,12
"42219","MetaBank West Central (Security State Bank prior to 02/2005)","Mark W Olson",1976,1988,2001,2006,2004,12
"42220","MetaBank West Central (Security State Bank prior to 02/2005)","Mark W Olson",1976,1988,2001,2006,2005,12
"42221","MetaBank West Central (Security State Bank prior to 02/2005)","Mark W Olson",1976,1988,2001,2006,2006,12
"42260","Metro Atlanta Chamber of Commerce","Richard (Dick) A Anderson",2007,2008,2011,2012,2011,1
"42261","Metro Atlanta Chamber of Commerce","Richard (Dick) A Anderson",2007,2008,2011,2012,2012,1
"42331","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,1997,16
"42332","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,1998,17
"42333","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,1999,18
"42334","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,2000,19
"42335","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,2001,20
"42336","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,2002,21
"42337","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,2003,22
"42338","MFS CALIFORNIA MUNICIPAL FUND (MFS California Insured Municipal Fund prior to 10/2010)","Charles R Nelson",1981,2007,1990,2004,2004,23
"42348","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,1997,16
"42349","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,1998,17
"42350","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,1999,18
"42351","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2000,19
"42352","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2001,20
"42353","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2002,21
"42354","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2003,22
"42355","MFS High Income Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2004,23
"42365","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,1997,16
"42366","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,1998,17
"42367","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,1999,18
"42368","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,2000,19
"42369","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,2001,20
"42370","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,2002,21
"42371","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,2003,22
"42372","MFS High Yield Municipal Trust (Formerly known as Colonial Municipal Income Trust)","Charles R Nelson",1981,2008,1990,2004,2004,23
"42382","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,1997,16
"42383","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,1998,17
"42384","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,1999,18
"42385","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,2000,19
"42386","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,2001,20
"42387","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,2002,21
"42388","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,2003,22
"42389","MFS Intermarket Income Trust I","Charles R Nelson",1981,2008,1990,2004,2004,23
"42399","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,1997,16
"42400","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,1998,17
"42401","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,1999,18
"42402","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,2000,19
"42403","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,2001,20
"42404","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,2002,21
"42405","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,2003,22
"42406","MFS Intermediate High Income Fund (Formerly known as Colonial Intermediate High Income Fund)","Charles R Nelson",1981,2008,1990,2004,2004,23
"42416","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,1997,16
"42417","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,1998,17
"42418","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,1999,18
"42419","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2000,19
"42420","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2001,20
"42421","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2002,21
"42422","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2003,22
"42423","MFS Investment Grade Municipal Trust","Charles R Nelson",1981,2008,1990,2004,2004,23
"42571","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",1997,1998,1999,2003,1999,1
"42572","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",1997,1998,1999,2003,2000,1
"42573","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",1997,1998,1999,2003,2001,1
"42574","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",1997,1998,1999,2003,2002,1
"42575","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",1997,1998,1999,2003,2003,1
"42588","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",2013,2013,1999,2003,1999,0
"42589","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",2013,2013,1999,2003,2000,0
"42590","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",2013,2013,1999,2003,2001,0
"42591","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",2013,2013,1999,2003,2002,0
"42592","Minnesota Bankers Association (MBA)","Mary Ellen Domeier",2013,2013,1999,2003,2003,0
"42605","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",1982,1985,1999,2003,1999,3
"42606","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",1982,1985,1999,2003,2000,3
"42607","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",1982,1985,1999,2003,2001,3
"42608","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",1982,1985,1999,2003,2002,3
"42609","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",1982,1985,1999,2003,2003,3
"42622","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",2013,2013,1999,2003,1999,0
"42623","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",2013,2013,1999,2003,2000,0
"42624","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",2013,2013,1999,2003,2001,0
"42625","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",2013,2013,1999,2003,2002,0
"42626","Minnesota State University (MSU) (Mankato State University prior to 09/1998)","Mary Ellen Domeier",2013,2013,1999,2003,2003,0
"42756","Modrall Sperling Roehl Harris and Sisk PA","Roberta Cooper Ramo",1972,1973,1994,1997,1997,1
"42807","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,1997,0
"42808","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,1998,0
"42809","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,1999,0
"42810","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2000,0
"42811","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2001,0
"42812","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2002,0
"42813","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2003,0
"42814","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2004,0
"42815","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2005,1
"42816","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2006,2
"42817","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2007,3
"42818","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2008,4
"42819","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2009,5
"42820","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2010,6
"42821","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2011,6
"42822","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2012,6
"42823","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,1989,2013,2013,6
"42840","MONEYGRAM INTERNATIONAL INC","Doctor Albert M Teplin",2004,2010,2013,2013,2013,6
"42848","Moore School of Business, University of South Carolina","Douglas (Doug) K Freeman",2013,2013,2004,2004,2004,0
"42866","Morehead-Cain Foundation","G Kennedy Thompson",2013,2013,2005,2007,2005,0
"42867","Morehead-Cain Foundation","G Kennedy Thompson",2013,2013,2005,2007,2006,0
"42868","Morehead-Cain Foundation","G Kennedy Thompson",2013,2013,2005,2007,2007,0
"43003","Morgan Stanley","Kevin Maxwell Warsh",1997,2002,2006,2011,2006,5
"43004","Morgan Stanley","Kevin Maxwell Warsh",1997,2002,2006,2011,2007,5
"43005","Morgan Stanley","Kevin Maxwell Warsh",1997,2002,2006,2011,2008,5
"43006","Morgan Stanley","Kevin Maxwell Warsh",1997,2002,2006,2011,2009,5
"43007","Morgan Stanley","Kevin Maxwell Warsh",1997,2002,2006,2011,2010,5
"43008","Morgan Stanley","Kevin Maxwell Warsh",1997,2002,2006,2011,2011,5
"43105","Morgan Stanley","Kevin Maxwell Warsh",1995,1997,2006,2011,2006,2
"43106","Morgan Stanley","Kevin Maxwell Warsh",1995,1997,2006,2011,2007,2
"43107","Morgan Stanley","Kevin Maxwell Warsh",1995,1997,2006,2011,2008,2
"43108","Morgan Stanley","Kevin Maxwell Warsh",1995,1997,2006,2011,2009,2
"43109","Morgan Stanley","Kevin Maxwell Warsh",1995,1997,2006,2011,2010,2
"43110","Morgan Stanley","Kevin Maxwell Warsh",1995,1997,2006,2011,2011,2
"43164","Morrison & Foerster LLP","Robert L McKague",1997,2013,1996,1997,1997,0
"43317","MUNIINSURED FUND INC","Roberta Cooper Ramo",2002,2003,1994,1997,1997,0
"43450","Murray State University (MSU)","Richard (Dick) A Anderson",1977,1980,2011,2012,2011,3
"43451","Murray State University (MSU)","Richard (Dick) A Anderson",1977,1980,2011,2012,2012,3
"43467","Murray State University (MSU)","Richard (Dick) A Anderson",1980,1981,2011,2012,2011,1
"43468","Murray State University (MSU)","Richard (Dick) A Anderson",1980,1981,2011,2012,2012,1
"43583","National Academies (NA)","Professor, Dr Lisa M Lynch",2009,2013,2008,2009,2008,0
"43584","National Academies (NA)","Professor, Dr Lisa M Lynch",2009,2013,2008,2009,2009,0
"43606","National Academy for Public Administration","Steven (Steve) O App",2013,2013,1989,1997,1997,0
"43691","National Academy of Sciences (NAS) (USA)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1997,0
"43692","National Academy of Sciences (NAS) (USA)","Doctor Roger Walton Ferguson Jr",2013,2013,1997,1999,1998,0
